64 0.00026786956521739123 0.00023947826086956526 0.00039765217391304344 0.0002516521739130434 
80 0.0004884347826086958 0.0004664782608695652 0.0005901739130434782 0.0004416521739130434 
96 0.0007783478260869564 0.0007335652173913044 0.0012744347826086956 0.0007316521739130434 
112 0.0011627391304347826 0.0010745217391304347 0.0013510869565217392 0.0011577826086956523 
128 0.0020032608695652173 0.0016072173913043474 0.007576391304347827 0.001662695652173913 
144 0.0023531739130434777 0.002190608695652174 0.003690130434782608 0.0022795217391304344 
160 0.0032661304347826083 0.002905956521739131 0.009903869565217391 0.0029357391304347825 
176 0.0040743043478260865 0.0037310000000000012 0.00927991304347826 0.003831652173913044 
192 0.0062846086956521744 0.004853782608695652 0.017523434782608698 0.004854956521739131 
208 0.006948782608695651 0.005906347826086956 0.015827391304347828 0.006136347826086957 
224 0.010992173913043479 0.007332391304347825 0.027574304347826088 0.007582086956521739 
240 0.01107782608695652 0.008943695652173912 0.024931347826086955 0.009346565217391306 
256 0.026007652173913046 0.010838695652173913 0.09260830434782606 0.011381608695652176 
272 0.018617478260869565 0.012924217391304348 0.04084069565217392 0.013501739130434781 
288 0.023533000000000002 0.015298260869565218 0.05862669565217391 0.016099956521739133 
304 0.027780695652173917 0.017933913043478255 0.06895917391304347 0.018924565217391304 
320 0.034412739130434786 0.020818391304347827 0.08352499999999999 0.022049043478260866 
336 0.03773569565217391 0.02403234782608695 0.0932018695652174 0.025571565217391297 
352 0.04300834782608695 0.027638478260869567 0.10722082608695654 0.029235391304347828 
368 0.04942017391304347 0.031323782608695644 0.12228139130434783 0.03350434782608695 
384 0.08339482608695654 0.03549773913043479 0.22020791304347823 0.03794213043478261 
400 0.06326273913043477 0.040163739130434785 0.15694108695652173 0.04280604347826087 
416 0.07138660869565217 0.04497113043478262 0.17797886956521738 0.048149782608695645 
432 0.07976152173913044 0.05054408695652176 0.1980384782608696 0.054088608695652164 
448 0.10424108695652172 0.05591821739130435 0.2474063913043478 0.0602035652173913 
464 0.09884178260869565 0.062081130434782625 0.24507373913043473 0.06666891304347826 
480 0.11023986956521739 0.06856339130434781 0.27762830434782615 0.07366660869565218 
496 0.12080278260869566 0.07591565217391306 0.2998099565217391 0.08143413043478262 
512 0.20965573913043478 0.08617173913043477 1.0431026956521736 0.09246282608695654 
528 0.14534308695652176 0.0917921304347826 0.9716269999999999 0.09755804347826086 
544 0.16391165217391307 0.10006491304347825 1.1029768695652176 0.10729773913043479 
560 0.17382995652173913 0.10949965217391305 2.018330434782609 0.11710365217391304 
576 0.25660526086956514 0.1189272608695652 2.217623217391304 0.12776578260869567 
592 0.20703247826086954 0.1291664347826087 2.5603898695652174 0.13881821739130434 
608 0.2367191304347826 0.1393153913043478 3.1447203043478256 0.1511598260869565 
624 0.24806356521739134 0.15135326086956521 2.8597457826086954 0.16337826086956522 
640 0.41315500000000005 0.1641228260869565 3.878622739130435 0.17665295652173915 
656 0.2915317826086957 0.177216 3.84680852173913 0.19134143478260868 
672 0.3440472173913043 0.19030752173913043 4.044779695652174 0.20636973913043477 
688 0.36565495652173924 0.20572343478260863 4.885693043478262 0.22363447826086957 
704 0.5825773478260869 0.2223261304347826 5.12612395652174 0.24006830434782608 
