64 0.0002516521739130434 0.00024460869565217394 
80 0.0004416521739130434 0.00045039130434782626 
96 0.0007316521739130434 0.0007675217391304346 
112 0.0011577826086956523 0.0011719130434782608 
128 0.001662695652173913 0.0016153478260869565 
144 0.0022795217391304344 0.0022896956521739125 
160 0.0029357391304347825 0.0030599999999999994 
176 0.003831652173913044 0.0038820434782608697 
192 0.004854956521739131 0.004888086956521738 
208 0.006136347826086957 0.006160869565217391 
224 0.007582086956521739 0.007633000000000001 
240 0.009346565217391306 0.009358260869565217 
256 0.011381608695652176 0.011433782608695653 
272 0.013501739130434781 0.01362573913043478 
288 0.016099956521739133 0.016139956521739128 
304 0.018924565217391304 0.01893030434782609 
320 0.022049043478260866 0.022123478260869564 
336 0.025571565217391297 0.025488521739130438 
352 0.029235391304347828 0.029375782608695652 
368 0.03350434782608695 0.03352747826086957 
384 0.03794213043478261 0.03816382608695652 
400 0.04280604347826087 0.04296560869565218 
416 0.048149782608695645 0.048453173913043476 
432 0.054088608695652164 0.05410082608695653 
448 0.0602035652173913 0.060400565217391296 
464 0.06666891304347826 0.06707073913043476 
480 0.07366660869565218 0.07394995652173912 
496 0.08143413043478262 0.0817794347826087 
512 0.09246282608695654 0.10089982608695651 
528 0.09755804347826086 0.09809399999999997 
544 0.10729773913043479 0.10770878260869567 
560 0.11710365217391304 0.11752008695652173 
576 0.12776578260869567 0.12822134782608696 
592 0.13881821739130434 0.13929765217391307 
608 0.1511598260869565 0.1510321739130435 
624 0.16337826086956522 0.16386430434782606 
640 0.17665295652173915 0.17727195652173913 
656 0.19134143478260868 0.19201452173913044 
672 0.20636973913043477 0.20771273913043478 
688 0.22363447826086957 0.22319947826086958 
704 0.24006830434782608 0.239858 
